DFT_ID,Alloy,SWS0,B0,C11,C12,C44,cprime,B,G_V,G_R,G_VRH,E,nu,B_G_ratio,Cauchy,A,Hv,R2_cprime,R2_c44,n_drop_cprime,n_drop_c44,born_stable
DFT_1326,Zr28Hf10V26Nb2Ta34,3.106174,134.05,174.44,113.85,62.43,30.29,134.05,49.57,43.83,46.70,125.53,0.3439,2.8703,51.43,2.0606,2.52,0.999915,0.999945,0,0,Y
DFT_1327,Zr28Hf20V40Mo12,3.059735,128.04,184.84,99.64,53.83,42.60,128.04,49.34,48.70,49.02,130.41,0.3302,2.6121,45.81,1.2635,3.34,0.999971,0.999927,0,0,Y
DFT_1328,Zr28Hf28Nb22Ta12Mo10,3.171078,142.45,195.87,115.74,64.95,40.07,142.45,55.00,52.03,53.51,142.67,0.3331,2.6620,50.79,1.6211,3.53,0.999938,0.999913,0,0,Y
DFT_1329,Zr28Hf30V10Nb20Mo12,3.149076,136.49,189.68,109.90,59.85,39.89,136.49,51.86,49.87,50.87,135.74,0.3343,2.6833,50.05,1.5003,3.28,0.999943,0.999899,0,0,Y
DFT_1330,Zr30Hf6V28Nb12Ta12W12,3.073885,139.60,207.09,105.85,57.77,50.62,139.60,54.91,54.68,54.79,145.36,0.3265,2.5478,48.09,1.1412,3.97,0.999975,0.999976,2,1,Y
DFT_1331,Zr30Hf8Nb8Ta34Mo20,3.126870,149.31,212.83,117.55,62.00,47.64,149.31,56.25,55.33,55.79,148.84,0.3339,2.6762,55.55,1.3013,3.65,0.999974,0.999966,0,0,Y
DFT_1332,Zr30Hf12V10Nb48,3.143901,127.93,183.19,100.30,49.59,41.45,127.93,46.33,45.97,46.15,123.59,0.3390,2.7719,50.71,1.1964,2.71,0.999849,0.999793,0,0,Y
DFT_1333,Zr32V12Nb44W12,3.101251,137.73,211.20,100.99,47.72,55.11,137.73,50.67,50.42,50.55,135.11,0.3365,2.7249,53.28,0.8659,3.14,0.999933,0.999910,0,0,Y
DFT_1334,Zr32V28Nb12Mo18W10,3.032721,146.13,234.41,101.99,48.29,66.21,146.13,55.46,54.15,54.80,146.14,0.3333,2.6665,53.70,0.7294,3.61,0.999961,0.999811,0,0,Y
DFT_1335,Zr32Hf26V12Mo30,3.113645,143.15,210.11,109.67,58.07,50.22,143.15,54.93,54.65,54.79,145.78,0.3303,2.6125,51.60,1.1564,3.76,0.999983,0.999937,0,0,Y
DFT_1336,Zr34Nb22Ta16Mo10W18,3.106997,154.25,240.88,110.94,60.68,64.97,154.25,62.40,62.33,62.36,164.87,0.3219,2.4734,50.25,0.9340,4.78,0.999986,0.999948,0,0,Y
DFT_1337,Zr34Hf38V8Nb20,3.202662,124.83,161.01,106.74,67.64,27.14,124.83,51.44,42.35,46.90,125.03,0.3331,2.6618,39.10,2.4923,3.04,0.999791,0.999915,0,0,Y
DFT_1338,Zr36Hf16Nb14Mo10W24,3.127650,151.39,227.88,113.15,64.06,57.37,151.39,61.38,61.20,61.29,162.02,0.3216,2.4699,49.08,1.1167,4.71,0.999994,0.999950,0,0,Y
DFT_1339,Zr36Hf20Nb24W20,3.157853,143.58,204.76,112.99,63.93,45.88,143.58,56.71,55.24,55.98,148.62,0.3275,2.5650,49.06,1.3934,4.00,0.999967,0.999961,0,0,Y
DFT_1340,Zr38V24Nb28Mo10,3.086806,124.76,189.88,92.20,42.75,48.84,124.76,45.18,44.99,45.09,120.72,0.3387,2.7671,49.45,0.8752,2.64,0.999948,0.999887,0,0,Y
DFT_1342,Zr38Hf12Nb22Mo28,3.131263,137.97,210.49,101.71,51.54,54.39,137.97,52.68,52.65,52.67,140.16,0.3307,2.6198,50.16,0.9476,3.59,0.999959,0.999884,0,0,Y
DFT_1343,Zr40Nb16Ta34Mo8W2,3.151839,136.51,198.31,105.61,61.61,46.35,136.51,55.50,54.44,54.97,145.40,0.3225,2.4833,44.00,1.3293,4.19,0.999977,0.999956,0,0,Y
DFT_1344,Zr40Nb20Mo28W12,3.095033,149.39,242.50,102.84,52.35,69.83,149.39,59.34,58.17,58.76,155.84,0.3261,2.5425,50.49,0.7497,4.27,0.999998,0.999699,0,0,Y
DFT_1345,Zr40V4Nb28Ta16W12,3.138880,136.48,201.30,104.07,56.96,48.61,136.48,53.62,53.30,53.46,141.86,0.3268,2.5529,47.11,1.1717,3.85,0.999973,0.999966,0,0,Y
DFT_1346,Zr40V16Nb40Ta4,3.131415,119.92,174.54,92.61,45.54,40.96,119.92,43.71,43.59,43.65,116.79,0.3377,2.7471,47.07,1.1118,2.58,0.999915,0.999831,0,0,Y
DFT_1347,Zr40V34Ta14Mo12,3.065818,126.52,189.44,95.06,50.75,47.19,126.52,49.33,49.26,49.30,130.89,0.3276,2.5665,44.31,1.0755,3.49,0.999979,0.999938,0,0,Y
DFT_1348,Zr40V36Nb14W10,3.063763,125.11,187.36,93.98,48.33,46.69,125.11,47.68,47.66,47.67,126.89,0.3310,2.6246,45.65,1.0352,3.20,0.999974,0.999926,0,0,Y
DFT_1349,Zr40Hf10V28W22,3.084622,135.63,199.44,103.72,59.12,47.86,135.63,54.61,54.03,54.32,143.78,0.3233,2.4967,44.61,1.2353,4.10,0.999970,0.999954,0,0,Y
DFT_1351,Zr40Hf16Nb10Mo22W12,3.133907,143.86,216.79,107.40,59.20,54.69,143.86,57.40,57.31,57.35,151.88,0.3240,2.5083,48.20,1.0824,4.29,0.999859,0.999920,0,0,Y
DFT_1352,Zr40Hf20V14Ta10Mo16,3.143636,129.95,181.72,104.07,59.84,38.82,129.95,51.43,49.19,50.31,133.68,0.3286,2.5830,44.23,1.5412,3.52,0.999957,0.999924,0,0,Y
DFT_1353,Zr40Hf22Ta22Mo14W2,3.177534,138.84,190.16,113.18,67.79,38.49,138.84,56.07,51.97,54.02,143.45,0.3278,2.5702,45.39,1.7610,3.84,0.999988,0.999946,1,0,Y
DFT_1355,Ti2Zr22Hf26Ta50,3.265614,93.90,98.93,91.38,60.13,3.77,93.90,37.59,8.62,23.11,64.06,0.3863,4.0638,31.25,15.9349,-0.57,0.998351,0.999823,0,0,Y
DFT_1356,Ti2Zr40V22Nb14W22,3.078460,137.79,210.00,101.68,54.12,54.16,137.79,54.14,54.14,54.14,143.60,0.3263,2.5453,47.56,0.9993,3.92,0.999951,0.999917,0,0,Y
DFT_1357,Ti4Nb22Ta50Mo24,3.048068,181.14,296.72,123.35,68.06,86.69,181.14,75.51,74.46,74.98,197.68,0.3181,2.4157,55.29,0.7851,5.91,0.999660,0.999978,0,0,Y
DFT_1358,Ti4V10Nb34Ta20Mo12W20,3.013433,192.68,318.82,129.61,63.86,94.60,192.68,76.16,73.40,74.78,198.65,0.3282,2.5766,65.75,0.6751,5.25,0.999978,0.999023,0,0,Y
DFT_1359,Ti4Hf18Nb10Ta34Mo10W24,3.066115,188.70,275.92,145.09,77.20,65.41,188.70,72.48,72.01,72.25,192.21,0.3302,2.6119,67.89,1.1802,4.95,0.999977,0.999870,0,0,Y
DFT_1360,Ti4Hf22Ta38Mo26W10,3.067234,181.19,260.87,141.35,73.98,59.76,181.19,68.29,67.55,67.92,181.14,0.3334,2.6676,67.37,1.2379,4.49,0.999914,0.999828,0,0,Y
DFT_1361,Ti4Zr10V14Ta34Mo30W8,3.012431,184.52,305.30,124.13,67.97,90.59,184.52,77.02,75.51,76.26,201.08,0.3184,2.4195,56.16,0.7503,5.98,0.999997,0.999579,0,0,Y
DFT_1362,Ti4Zr22Hf22Ta24Mo10W18,3.121128,160.50,234.81,123.35,75.62,55.73,160.50,67.67,66.17,66.92,176.26,0.3170,2.3984,47.72,1.3570,5.40,0.999829,0.999990,0,0,Y
DFT_1363,Ti6Hf38Nb22Ta34,3.150016,154.51,159.79,151.87,63.69,3.96,154.51,39.80,9.05,24.43,69.61,0.4249,6.3258,88.18,16.0915,-1.50,0.944112,0.999642,0,0,Y
DFT_1364,Ti6Zr36Nb10Ta36W12,3.139428,142.07,204.61,110.80,68.18,46.90,142.07,59.67,57.71,58.69,154.76,0.3184,2.4207,42.62,1.4537,4.70,0.999984,0.999971,0,0,Y
DFT_1365,Ti8Zr8V26Ta34Mo24,2.996820,172.47,275.82,120.79,63.43,77.51,172.47,69.07,68.40,68.73,182.02,0.3241,2.5092,57.36,0.8183,5.10,0.999883,0.999969,0,0,Y
DFT_1366,Ti8Zr22Hf32Mo10W28,3.220938,91.20,113.80,79.90,50.36,16.95,91.20,36.99,28.16,32.57,87.33,0.3404,2.7997,29.55,2.9709,1.60,0.999936,0.999997,0,0,Y
DFT_1367,Ti8Zr24Ta38Mo30,3.080215,160.22,251.74,114.46,65.75,68.64,160.22,66.91,66.88,66.89,176.16,0.3167,2.3952,48.71,0.9579,5.41,0.999970,0.999959,0,0,Y
DFT_1368,Ti8Zr32Ta6Mo30W24,3.055744,169.22,280.43,113.62,65.21,83.41,169.22,72.49,71.45,71.97,189.10,0.3138,2.3513,48.40,0.7819,5.97,0.999999,0.999632,0,0,Y
DFT_1369,Ti10V26Nb40Ta6Mo18,2.981827,169.82,274.92,117.27,47.68,78.83,169.82,60.14,56.63,58.38,157.14,0.3458,2.9087,69.59,0.6048,3.19,0.999966,0.999882,0,0,Y
DFT_1370,Ti10V28Nb18Ta44,3.019315,162.52,246.43,120.56,68.12,62.93,162.52,66.05,65.95,66.00,174.38,0.3212,2.4626,52.44,1.0824,5.08,0.999843,0.999888,0,0,Y
DFT_1371,Ti10Hf12Nb22Ta32W24,3.068190,180.22,264.65,138.00,74.41,63.32,180.22,69.98,69.54,69.76,185.36,0.3286,2.5835,63.59,1.1751,4.89,0.999823,0.999954,0,0,Y
DFT_1372,Ti10Hf12Nb30Ta44W4,3.099165,167.41,227.92,137.16,69.63,45.38,167.41,59.93,57.37,58.65,157.55,0.3432,2.8545,67.53,1.5342,3.35,0.999743,0.999884,0,0,Y
DFT_1373,Ti10Hf16Nb36Mo14W24,3.046506,181.04,293.83,124.65,67.60,84.59,181.04,74.40,73.51,73.95,195.27,0.3202,2.4481,57.05,0.7992,5.70,0.999920,0.999797,1,0,Y
DFT_1374,Ti10Hf16V24Ta12Mo20W18,2.991908,180.12,289.48,125.44,71.43,82.02,180.12,75.67,75.32,75.49,198.71,0.3161,2.3860,54.01,0.8708,6.07,0.999984,0.999854,0,0,Y
DFT_1375,Ti10Hf18V6Ta50W16,3.121681,137.86,189.18,112.20,69.60,38.49,137.86,57.16,52.60,54.88,145.35,0.3243,2.5122,42.60,1.8081,4.09,0.999979,0.999952,0,0,Y
DFT_1376,Ti10Hf24V14Ta22Mo20W10,3.043442,169.05,260.43,123.36,73.58,68.54,169.05,71.56,71.48,71.52,188.04,0.3146,2.3637,49.78,1.0736,5.89,0.999970,0.999969,1,1,Y
DFT_1377,Ti10Hf26V38Mo4W22,2.993261,164.44,248.49,122.42,69.44,63.04,164.44,66.88,66.73,66.81,176.51,0.3211,2.4615,52.97,1.1017,5.14,0.999971,0.999989,0,0,Y
DFT_1378,Ti10Hf30Ta34W26,3.096429,174.86,218.70,152.94,74.57,32.88,174.86,57.89,49.48,53.68,146.10,0.3607,3.2572,78.37,2.2678,2.16,0.999953,0.999960,0,0,Y
DFT_1379,Ti10Zr8V38Nb14Mo30,2.941383,168.98,280.60,113.17,47.70,83.71,168.98,62.11,57.62,59.86,160.62,0.3416,2.8229,65.47,0.5698,3.51,0.999994,0.999365,0,0,Y
DFT_1380,Ti10Zr10V30Mo26W24,2.945707,192.11,327.22,124.56,66.90,101.33,192.11,80.67,77.42,79.05,208.54,0.3191,2.4303,57.65,0.6602,6.12,0.999965,0.998833,0,0,Y
DFT_1381,Ti10Zr12V30Nb38Ta10,3.030067,141.12,214.17,104.60,48.90,54.79,141.12,51.25,51.09,51.17,136.96,0.3382,2.7577,55.70,0.8925,3.10,0.999973,0.999933,0,0,Y
DFT_1383,Ti10Zr20Hf16V10Mo30W14,3.049751,160.74,254.71,113.76,63.43,70.48,160.74,66.25,66.08,66.16,174.54,0.3190,2.4294,50.32,0.9001,5.22,0.999994,0.999861,0,0,Y
DFT_1384,Ti12Nb30Ta36W22,3.049628,183.52,292.13,129.22,74.67,81.46,183.52,77.39,77.25,77.32,203.38,0.3153,2.3737,54.54,0.9167,6.26,0.999791,0.999991,0,0,Y
DFT_1385,Ti12Nb34Ta36Mo18,3.050129,177.00,280.57,125.22,64.24,77.67,177.00,69.61,69.01,69.31,183.93,0.3268,2.5536,60.98,0.8270,4.97,0.999834,0.999988,0,0,Y
DFT_1386,Ti12V14Nb26Ta32W16,3.025924,176.01,277.78,125.13,69.86,76.33,176.01,72.45,72.31,72.38,190.96,0.3192,2.4318,55.27,0.9152,5.66,0.999724,0.999996,0,0,Y
DFT_1387,Ti12V20Nb46Mo10W12,2.991768,174.94,283.64,120.59,51.76,81.53,174.94,63.66,60.61,62.14,166.67,0.3412,2.8155,68.83,0.6348,3.67,0.999960,0.999814,0,0,Y
DFT_1388,Ti12Hf6V16Nb26Mo12W28,2.989422,187.94,312.23,125.80,66.98,93.22,187.94,77.47,75.48,76.48,202.02,0.3208,2.4575,58.82,0.7185,5.83,0.999996,0.999444,0,0,Y
DFT_1389,Ti12Hf10V40Mo10W28,2.938296,186.90,303.20,128.75,69.50,87.22,186.90,76.59,75.65,76.12,201.07,0.3207,2.4553,59.25,0.7969,5.82,0.999996,0.999761,0,0,Y
DFT_1390,Ti12Hf18Nb30Ta28Mo12,3.091992,155.67,233.31,116.85,68.36,58.23,155.67,64.31,63.91,64.11,169.11,0.3189,2.4282,48.49,1.1740,5.08,0.999898,0.999118,0,0,Y
DFT_1392,Ti12Hf28V32Nb18Mo10,3.032192,144.93,209.66,112.56,58.74,48.55,144.93,54.66,54.19,54.43,145.11,0.3331,2.6629,53.83,1.2099,3.59,0.999973,0.999981,0,0,Y
DFT_1393,Ti12Hf36Ta22Mo30,3.091545,166.30,244.66,127.12,75.16,58.77,166.30,68.60,67.62,68.11,179.78,0.3198,2.4417,51.96,1.2788,5.31,0.999976,0.999995,0,0,Y
DFT_1394,Ti12Hf40Nb20W28,3.103623,168.76,242.83,131.73,78.17,55.55,168.76,69.12,67.22,68.17,180.24,0.3220,2.4756,53.56,1.4071,5.19,0.999972,0.999995,0,0,Y
DFT_1395,Ti12Hf40V14Nb20Mo14,3.091285,148.57,208.48,118.61,65.15,44.93,148.57,57.06,55.21,56.14,149.57,0.3322,2.6465,53.47,1.4498,3.76,0.999979,0.999985,0,0,Y
DFT_1396,Ti12Zr4V16Ta42W26,3.018519,185.65,291.76,132.60,81.25,79.58,185.65,80.58,80.57,80.58,211.18,0.3104,2.3040,51.35,1.0209,6.82,0.999983,0.999955,0,0,Y
DFT_1397,Ti12Zr8V30Nb34W16,2.993776,160.94,253.83,114.49,52.91,69.67,160.94,59.61,58.54,59.08,157.91,0.3365,2.7241,61.58,0.7594,3.73,0.999940,0.999973,0,0,Y
DFT_1399,Ti12Zr14Nb34Ta32W8,3.097147,155.80,232.78,117.31,65.88,57.73,155.80,62.62,62.36,62.49,165.36,0.3231,2.4932,51.43,1.1411,4.72,0.999949,0.999941,0,0,Y
DFT_1400,Ti12Zr14Hf12Nb28Ta34,3.132003,144.82,187.04,123.71,64.09,31.67,144.82,51.12,45.47,48.29,130.39,0.3499,2.9987,59.62,2.0240,2.35,0.999932,0.999963,0,0,Y
DFT_1401,Ti12Zr16Hf16Nb42W14,3.115293,146.95,214.92,112.97,60.65,50.98,146.95,56.78,56.37,56.58,150.43,0.3294,2.5974,52.31,1.1898,3.94,0.999973,0.999967,0,0,Y
DFT_1402,Ti12Zr18Hf24Ta34Mo12,3.139990,147.12,171.64,134.86,66.16,18.39,147.12,47.06,32.45,39.75,109.41,0.3761,3.7008,68.69,3.5974,0.73,0.999750,0.999983,0,0,Y
DFT_1403,Ti12Zr20V30Ta14Mo24,3.001603,149.74,236.38,106.42,54.01,64.98,149.74,58.40,57.92,58.16,154.48,0.3281,2.5746,52.41,0.8311,4.13,0.999974,0.999907,0,0,Y
DFT_1404,Ti12Zr22V12Nb20Ta34,3.100950,137.76,197.16,108.06,62.99,44.55,137.76,55.62,54.04,54.83,145.22,0.3243,2.5125,45.07,1.4139,4.08,0.999949,0.999956,0,0,Y
DFT_1405,Ti12Zr24V8Nb44Mo12,3.084806,134.91,207.20,98.77,45.18,54.21,134.91,48.79,48.41,48.60,130.17,0.3392,2.7759,53.59,0.8333,2.87,0.999925,0.998767,0,0,Y
DFT_1406,Ti12Zr26Nb48W14,3.107029,141.03,213.67,104.71,52.16,54.48,141.03,53.08,53.06,53.07,141.47,0.3328,2.6573,52.56,0.9574,3.51,0.999962,0.999943,0,0,Y
DFT_1407,Ti12Zr26V6Nb26W30,3.068761,156.52,244.49,112.53,60.88,65.98,156.52,62.92,62.82,62.87,166.34,0.3229,2.4896,51.66,0.9227,4.76,0.999982,0.999928,0,0,Y
DFT_1408,Ti12Zr26Hf20V38W4,3.071201,121.02,162.84,100.11,59.55,31.37,121.02,48.28,43.81,46.04,122.58,0.3312,2.6285,40.56,1.8985,3.07,0.999918,0.999971,0,0,Y
DFT_1409,Ti12Zr30Ta12Mo16W30,3.065357,167.10,267.23,117.03,68.93,75.10,167.10,71.40,71.27,71.34,187.35,0.3131,2.3424,48.10,0.9179,5.97,0.999989,0.999848,0,0,Y
DFT_1410,Ti12Zr30Nb30Ta16Mo12,3.119788,134.66,200.16,101.91,54.14,49.12,134.66,52.13,52.01,52.07,138.38,0.3287,2.5860,47.77,1.1021,3.64,0.999959,0.999954,0,0,Y
DFT_1411,Ti12Zr30V14Ta14W30,3.061709,155.18,236.94,114.30,67.77,61.32,155.18,65.19,65.03,65.11,171.36,0.3160,2.3833,46.53,1.1050,5.33,0.999977,0.999956,0,0,Y
DFT_1412,Ti12Zr32Hf10V18Ta8W20,3.090076,138.19,198.24,108.17,64.62,45.03,138.19,56.79,55.04,55.92,147.81,0.3217,2.4714,43.55,1.4349,4.30,0.999973,0.999970,0,0,Y
DFT_1413,Ti14V4Nb50Ta32,3.071596,162.94,244.89,121.97,62.39,61.46,162.94,62.02,62.01,62.01,165.10,0.3311,2.6274,59.58,1.0151,4.22,0.999707,0.999795,0,0,Y
DFT_1414,Ti14V30Nb18Mo28W10,2.936790,186.67,316.50,121.75,57.69,97.37,186.67,73.57,68.93,71.25,189.62,0.3307,2.6200,64.06,0.5925,4.86,0.999992,0.998806,0,0,Y
DFT_1416,Ti14Hf6V40Ta40,3.008875,147.29,208.85,116.51,66.65,46.17,147.29,58.46,56.61,57.53,152.71,0.3272,2.5601,49.86,1.4437,4.13,0.999973,0.999979,0,0,Y
DFT_1417,Ti14Hf10Nb50Ta14Mo12,3.074481,160.11,244.97,117.68,58.69,63.64,160.11,60.67,60.58,60.62,161.49,0.3319,2.6411,58.99,0.9221,4.09,0.999933,0.999985,2,2,Y
DFT_1418,Ti14Hf10V28Ta24Mo12W12,2.992635,172.23,268.44,124.12,70.76,72.16,172.23,71.32,71.31,71.32,188.00,0.3181,2.4150,53.36,0.9807,5.65,0.999932,0.999981,0,0,Y
DFT_1419,Ti14Hf12Nb14Ta36Mo24,3.061223,170.99,250.60,131.18,67.49,59.71,170.99,64.38,64.14,64.26,171.32,0.3330,2.6609,63.70,1.1303,4.27,0.999914,0.999971,0,0,Y
DFT_1420,Ti14Hf12Nb18Ta22Mo18W16,3.046192,179.72,286.62,126.27,72.29,80.18,179.72,75.44,75.25,75.35,198.32,0.3161,2.3853,53.98,0.9016,6.07,0.999946,0.999928,1,1,Y
DFT_1421,Ti14Hf18V24Ta44,3.061626,152.15,187.94,134.26,69.65,26.84,152.15,52.52,42.52,47.52,129.12,0.3586,3.2017,64.61,2.5950,1.91,0.999940,0.999979,0,0,Y
DFT_1422,Ti14Hf18V26Ta24Mo18,3.019097,161.92,241.89,121.94,67.55,59.98,161.92,64.52,64.30,64.41,170.62,0.3244,2.5138,54.38,1.1264,4.78,0.999971,0.999993,1,0,Y
DFT_1423,Ti14Hf18V36Mo16W16,2.966900,169.27,266.35,120.73,65.21,72.81,169.27,68.25,68.05,68.15,180.26,0.3225,2.4837,55.52,0.8956,5.15,0.999970,0.999935,0,0,Y
DFT_1424,Ti14Hf20V14Mo22W30,2.998895,187.87,305.95,128.83,76.67,88.56,187.87,81.43,81.02,81.22,212.98,0.3111,2.3130,52.16,0.8657,6.82,0.999995,0.999669,0,0,Y
DFT_1425,Ti14Hf24V8Ta34Mo20,3.071723,163.07,208.67,140.27,66.64,34.20,163.07,53.67,48.31,50.99,138.53,0.3584,3.1982,73.63,1.9486,2.12,0.999859,0.999987,0,0,Y
DFT_1426,Ti14Hf38Mo28W20,3.064986,174.94,268.78,128.02,76.60,70.38,174.94,74.11,73.98,74.05,194.68,0.3145,2.3625,51.42,1.0884,6.08,0.999990,0.999942,0,0,Y
DFT_1427,Ti14Zr6Nb48Mo24W8,3.032520,172.32,284.67,116.15,53.90,84.26,172.32,66.04,62.98,64.51,172.06,0.3336,2.6712,62.25,0.6397,4.25,0.999986,0.999438,0,0,Y
DFT_1428,Ti14Zr8V16Nb12Mo20W30,2.976796,193.52,326.61,126.98,69.55,99.82,193.52,81.65,79.15,80.40,211.86,0.3175,2.4070,57.43,0.6967,6.32,0.999967,0.999035,0,0,Y
DFT_1429,Ti14Zr10V18Nb32Mo16W10,3.007371,162.62,262.37,112.74,52.37,74.81,162.62,61.35,59.51,60.43,161.31,0.3347,2.6910,60.37,0.7000,3.92,0.999989,0.999829,0,0,Y
DFT_1430,Ti14Zr14V34Nb4Ta14W20,2.992589,160.37,247.73,116.69,64.42,65.52,160.37,64.86,64.85,64.86,171.45,0.3218,2.4727,52.27,0.9832,4.96,0.999960,0.999984,0,0,Y
DFT_1431,Ti14Zr14Hf22Nb50,3.143791,135.20,187.45,109.08,57.58,39.19,135.20,50.23,48.48,49.35,132.00,0.3373,2.7395,51.49,1.4695,3.02,0.999835,0.999848,0,0,Y
DFT_1432,Ti14Zr18Nb36Ta12Mo20,3.077868,148.82,232.82,106.82,53.10,63.00,148.82,57.06,56.66,56.86,151.31,0.3305,2.6173,53.72,0.8429,3.90,0.999992,0.999929,0,0,Y
DFT_1433,Ti14Zr20Hf40Mo4W22,3.144053,152.00,205.08,125.46,76.47,39.81,152.00,61.81,55.89,58.85,156.36,0.3286,2.5830,48.99,1.9208,4.15,0.999991,0.999989,0,0,Y
DFT_1434,Ti14Zr22Nb18Ta30W16,3.099853,153.70,228.47,116.31,68.24,56.08,153.70,63.38,62.80,63.09,166.48,0.3195,2.4363,48.07,1.2169,4.97,0.999979,0.999471,0,0,Y
DFT_1435,Ti14Zr26Hf8Ta34W18,3.120242,150.60,204.70,123.55,72.22,40.57,150.60,59.56,55.04,57.30,152.56,0.3312,2.6282,51.33,1.7800,3.90,0.999986,0.999987,0,0,Y
DFT_1436,Ti14Zr30V12Nb20Ta16Mo8,3.099162,129.03,188.12,99.48,54.65,44.32,129.03,50.52,49.99,50.25,133.44,0.3276,2.5676,44.83,1.2330,3.56,0.999959,0.999936,0,0,Y
DFT_1437,Ti14Zr30V16Nb16Ta10W14,3.080221,136.39,201.04,104.07,58.31,48.49,136.39,54.38,53.94,54.16,143.49,0.3247,2.5183,45.75,1.2026,4.01,0.999977,0.999966,0,0,Y
DFT_1438,Ti14Zr36Hf38Mo12,3.197911,122.62,156.42,105.72,71.05,25.35,122.62,52.77,41.28,47.03,125.09,0.3300,2.6075,34.67,2.8029,3.20,0.999892,0.999977,0,0,Y
DFT_1439,Ti14Zr38V34Mo14,3.043556,118.39,175.16,90.00,48.06,42.58,118.39,45.87,45.70,45.79,121.67,0.3287,2.5858,41.95,1.1287,3.16,0.999968,0.999900,0,0,Y
DFT_1440,Ti14Zr40V20Nb14Mo12,3.090802,117.39,171.39,90.39,47.90,40.50,117.39,44.94,44.64,44.79,119.21,0.3308,2.6210,42.49,1.1828,2.99,0.999955,0.999862,0,0,Y
DFT_1441,Ti16V36Nb26W22,2.950741,175.37,281.70,122.21,58.59,79.74,175.37,67.05,65.54,66.30,176.63,0.3321,2.6453,63.62,0.7347,4.45,0.999883,0.999939,0,0,Y
DFT_1442,Ti16Hf12Nb44W28,3.053354,174.71,275.23,124.45,67.11,75.39,174.71,70.42,70.19,70.31,185.97,0.3226,2.4850,57.34,0.8902,5.30,0.999980,0.999967,1,0,Y
DFT_1443,Ti16Hf12V16Nb44W12,3.039725,156.85,237.84,116.35,57.76,60.74,156.85,58.95,58.92,58.93,157.12,0.3330,2.6614,58.60,0.9509,3.91,0.999996,0.999983,2,0,Y
DFT_1444,Ti16Hf16V30Nb22Mo16,2.999618,151.82,232.06,111.70,54.31,60.18,151.82,56.66,56.52,56.59,151.00,0.3342,2.6830,57.39,0.9025,3.68,0.999980,0.999981,0,0,Y
DFT_1445,Ti16Hf32Ta20Mo12W20,3.083642,169.92,250.22,129.77,81.46,60.23,169.92,72.97,71.39,72.18,189.68,0.3140,2.3542,48.31,1.3525,5.98,0.999967,0.999989,0,0,Y
DFT_1446,Ti16Hf32V8Nb34Mo10,3.095880,146.95,208.09,116.38,62.27,45.85,146.95,55.70,54.47,55.08,146.90,0.3334,2.6677,54.11,1.3579,3.62,0.999974,0.999981,0,0,Y
DFT_1447,Ti16Hf38Nb30Ta16,3.144418,145.65,193.45,121.75,72.90,35.85,145.65,58.08,51.58,54.83,146.15,0.3328,2.6564,48.85,2.0335,3.64,0.999971,0.999989,0,0,Y
DFT_1448,Ti16Zr10V40Nb20Ta14,2.995183,141.11,210.06,106.64,53.70,51.71,141.11,52.90,52.88,52.89,141.06,0.3334,2.6678,52.94,1.0385,3.47,0.999989,0.999959,0,0,Y
DFT_1449,Ti16Zr12Nb32Mo14W26,3.034761,176.23,289.26,119.71,63.12,84.77,176.23,71.78,70.30,71.04,187.88,0.3223,2.4807,56.60,0.7446,5.37,0.999986,0.999660,0,0,Y
DFT_1450,Ti16Zr12V10Ta32Mo30,3.027877,166.72,265.17,117.50,65.23,73.84,166.72,68.67,68.42,68.54,180.85,0.3192,2.4323,52.27,0.8834,5.38,0.999957,0.999927,0,0,Y
DFT_1451,Ti16Zr14V24Ta36Mo10,3.034441,149.62,222.83,113.01,65.61,54.91,149.62,61.33,60.86,61.10,161.33,0.3203,2.4489,47.41,1.1947,4.78,0.999979,0.999981,0,0,Y
DFT_1452,Ti16Zr22V30Mo14W18,2.990996,155.47,245.82,110.30,57.56,67.76,155.47,61.64,61.25,61.44,162.87,0.3254,2.5304,52.74,0.8494,4.51,0.999979,0.999877,0,0,Y
DFT_1453,Ti16Zr24V16Nb14Mo30,3.028937,144.25,230.52,101.11,48.52,64.70,144.25,54.99,53.91,54.45,145.10,0.3324,2.6492,52.60,0.7498,3.63,0.999986,0.999748,0,0,Y
DFT_1454,Ti16Zr26Ta50W8,3.123572,145.20,204.21,115.70,74.87,44.26,145.20,62.63,58.65,60.64,159.68,0.3167,2.3946,40.82,1.6918,4.95,0.999962,0.999981,0,0,Y
DFT_1455,Ti16Zr34Nb22Mo28,3.093819,132.81,207.19,95.62,48.54,55.79,132.81,51.44,51.20,51.32,136.39,0.3288,2.5879,47.08,0.8701,3.58,0.999973,0.999834,0,0,Y
DFT_1456,Ti18V40Nb2Ta16W24,2.941884,181.12,287.23,128.06,70.55,79.58,181.12,74.16,73.90,74.03,195.47,0.3201,2.4465,57.52,0.8865,5.71,0.999968,0.999944,0,0,Y
DFT_1457,Ti18Hf10Ta36Mo14W22,3.061554,165.20,254.49,120.55,75.54,66.97,165.20,72.11,71.86,71.99,188.57,0.3098,2.2948,45.01,1.1280,6.24,0.999995,0.999835,0,0,Y
DFT_1458,Ti18Hf24Nb44Mo14,3.091401,150.68,221.89,115.07,59.40,53.41,150.68,57.01,56.85,56.93,151.68,0.3322,2.6469,55.67,1.1122,3.81,0.999987,0.999973,0,0,Y
